,Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Latitude,Longitude
920,VEERABHADRA INN,"Indian,Chinese,Biryani,Snacks",,99,Wardha Road,Wardha Road,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137775,79.070792
921,Ruhi's Kitchen,"Chinese,Snacks",,200,Ayodhya Nagar,Ayodhya Nagar,"	Plot 34, vinkar vasahat Manewada road, Zone no.5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra, 440027",False,21.1205917,79.11011712375097
922,NITIN TIWARI,North Indian,,250,Ayodhya Nagar,Ayodhya Nagar,KHAMLA ROAD JAIPRAKASH NAGAR SQUARE NEAR  VVV PUBLIC SCHOOL MALVIYA NAGAR  KHAMLA NAGPUR ZONE NO 1 LAXMINAGAR NAGPUR URBAN 440025,False,21.1205917,79.11011712375097
923,SHANKARA IN,"North Indian,Chinese,Biryani,Snacks",,99,Pratap Nagar,Pratap Nagar,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137148,79.0567838
924,PARAMESHWARA,"Indian,North Indian,Chinese,Snacks",,99,Pratap Nagar,Pratap Nagar,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137148,79.0567838
925,SADASHIVA IN,"North Indian,Chinese,Biryani,Snacks",,99,Wardha Road,Wardha Road,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137775,79.070792
926,SHAMBHU INN,"North Indian,Indian,Chinese,Desserts",,99,Pratap Nagar,Pratap Nagar,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137148,79.0567838
927,KAILASHVASI INN,"North Indian,Chinese,Snacks,Biryani",,99,Pratap Nagar,Pratap Nagar,"KHAMLA ROAD JAIPRAKASH NAGAR  SQUARE,NEAR VVV PUBLIC  SCHOOL,MALVIYA  NAGAR.KHAMLA,NAGPUR, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137148,79.0567838
928,Shakechilee,Beverages,,150,Trimurti Nagar,"IT Park Road, Gayatri Nagar","G-14, Gayatri Nagar, Near IT Park, Nagpur",False,,
929,Anna Action South Indian Restaurant,"South Indian,North Indian",3.2,150,Manewada,Besa Road,72 jai gurudeo nagar behind happy foods manewada,True,,
930,The Breakfast Story,Beverages,4.5,600,Trimurti Nagar,"Hingna Road, Jaitala, Hingna T Point","Opposite Transmitting Station, Hingna Road, Jaitala, Hingna T Point, Nagpur",False,,
931,Only Thalis.com,"Indian,North Indian",,600,Nandanvan,Wathoda,"Life Space, Plot no.1, Sangharsh Nagar Chowk, Near Swami Narayan Tempel, Wathoda Ring Road, Nagpur-440008",True,21.2822566,78.838985
932,Hotel Al Rahman - Yashodhara,"Biryani,North Indian,Mughlai,Chinese",4.0,300,Itwari,Pachpaoli,"Plot Number 54, Pravesh Nagar, Ittabhatta Chowk, Nagpur",False,21.164244,79.1027926
933,CHAI VILLA PRATAPNAGAR,Beverages,,250,Pratap Nagar,Pratap Nagar,P NO 9 M DHANASHREE APARTMENT RING ROAD NAGPUR ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,21.1137148,79.0567838
934,Cupcakes and More,"Bakery,Desserts",,300,Pratap Nagar,Pratap Nagar,"6, Ring Road, NIT Layout, Pratap Nagar, Nagpur",False,21.1137148,79.0567838
935,Lassi Central,"Beverages,Ice Cream",,300,Pratap Nagar,Pratap Nagar,"Shop no.1, G-14, Gurusai Apartment, Gayatri Nagar, Nagpur 440022",False,21.1137148,79.0567838
936,SMALL KITCHEN,North Indian,,390,Narendra Nagar,Wardha Road,"4, Guru Datta Colony, Madhuban Layout, Badil Kheda, Nagpur, Maharashtra 440015, India",False,21.1137775,79.070792
937,A N KITCHEN,"Indian,Snacks",,150,Wardhaman Nagar,Wardhaman Nagar,"S/O SHAMIM AHMED TIGALA,PLOT NO  380,NEAR BUDDHA VIHAR ,NEAR JAI  BHEEM CHOWK ,MAHENDRA  NAGAR ,NEAR DR.AMBEDKAR MARG  NAGPUR, Zone no.9-Asinagar, Nagpur  (Urban), Nagpur, Maharashtra - 440018",False,,
938,Bowl Baby Bowl,"Indian,North Indian,Desserts",,300,Pratap Nagar,Pratap Nagar,"Shop no.1, G-14, Gurusai Apartment, Gayatri Nagar, Nagpur 440022",False,21.1137148,79.0567838
939,GOSWAMI VEG RESTAURANT,South Indian,4.0,150,Kharbi,Mitra Vihar Nagar,"Plot No. 4 A, Mitra Vihar Nagar, Kharbi Ring Road, Hanuman Nagar, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra), - 440009",True,,
940,One New Experience,"Beverages,Continental,Desserts,Juices",,250,Khamla,Pratap Nagar,"Plot no. 11, Pandurang Gawande Nagar, Near Telecom Nagar",False,21.1137148,79.0567838
941,Rashi Hungry Point,Indian,,200,Dighori,ashirwad nagar ring road nagpur,1133/34 vidharbha  premium  amrut  mahautsav  appartment  ashirwad  nagar  new  narsala  road  nagpur  440024,False,21.106482,79.1143726
942,Cakes Only,"Bakery,Desserts",,300,Manewada,Manewada Besa Road,"near Jaigurudeo nagar manewada besa road, near happy food ngpur 440027.",True,,
943,Yellow Chilly,"North Indian,Biryani,Chinese,Tandoor",3.5,200,Trimurti Nagar,Subhash Nagar,"Sanchiti Complex, Flat No. 104, Ring Rd, Trimurtee Nagar, Nagpur, Maharashtra 440022",False,21.1233162,79.0420532
944,ORBIYO NATURAL ICECREAM,Ice Cream,,350,Sadar,Sadar,PLOT NO 41 SHOP NO Y/1 JAGRUTI COLONY NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA,True,21.1592054,79.0795595
945,Shree Balaji South Food Point,South Indian,,300,Wardha Road,Wardha Road,"Flat no C-002, Vandana Apartments, Wardha Road, Near NIT Ground Pawanbhumi, Somalwada, Nagpur-440025",False,21.1137775,79.070792
946,SLAY Coffee,"Beverages,Desserts",,200,Ayodhya Nagar,CHIKHLI LAY OUT,"PLOT NO.6&7 ,CHIKHLI LAY OUT,NEAR UDAY NAGAR RING ROAD,UDAY NAGAR ,NAGPUR 440024,,MAHARASHTRA",False,,
947,Aunty Momos,"Tibetan,Chinese,Beverages,Snacks",,100,"khamla,",Pratap Nagar,"Pl. No. 125, shashtri layout, khamla, nagpur",False,21.1137148,79.0567838
948,Punjab kesari Hotel,North Indian,,400,Surya Nagar,wardhaman Nagar,"Transport Nagar, Bhandra Road, Wardhaman Nagar, Nagpur",False,,
949,Cake Honey buzz (Pure Veg),"Bakery,Desserts,Snacks",4.0,300,Suyog Nagar,Pratap Nagar,"Plot 263, Shree Nagar, Manish Nagar, Nagpur",True,21.1137148,79.0567838
950,Mana Saoji Restaurant,"Tandoor,Chinese,Indian,Beverages,Fast Food,Snacks",,200,Manewada-Besa road,Ayodhya Nagar,"PLOT NO. 1 GEETA NAGAR, MANEWADA, BESA ROAD, NAGPUR, Nagpur  440027",False,21.1205917,79.11011712375097
951,Maa Annapurna Restaurant,"Thalis,South Indian,Biryani,Street Food,Chinese,Chaat",3.7,300,Manewada,Ayodhya Nagar,"Manewada Besa Road, Opposite Indian Bank, Near Tata Square, Vaidehi Tower, Nagpur, Maharashtra 440027",False,21.1205917,79.11011712375097
952,New Dahiya Momos and Chinese,Chinese,4.6,250,Pratap Nagar,Pratap Nagar,"Mahesh Apartment, opposite Axis Bank, Trimurtee Nagar, Nagpur, Maharashtra 440022, India",False,21.1137148,79.0567838
953,Biryani Adda,"Biryani,North Indian,Mughlai,Chinese",3.6,300,Itwari,Gandhibagh,"Plot Number 54, Pravesh Nagar, Ittabhatta Chowk, Nagpur",False,21.1543273,79.1058527
954,DELICIOUS BITES CAFE,"Chinese,Fast Food,Pizzas",,250,Ayodhya Nagar,Ayodhya Nagar,"SHOP NO. 01, MADHURMILAN APTS,  RAGHUJI NAGAR, NEAR CHOTA TAJ BAG,  NAGPUR, Zone no.5-Hanumannagar,  Nagpur urban, Nagpur-1, Maharashtra -  440024",False,21.1205917,79.11011712375097
955,Sarang Food Court,"Pizzas,Continental,Italian",,300,Mhalgi Nagar,Ayodhya Nagar,"RUPALI SARANG ZADE, PLOT NO 7 , MAHTMA GANDHI NAGAR, HUDKESHWAR MAIN ROAD, NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,21.1205917,79.11011712375097
956,SAOJI TADKA,"North Indian,Snacks,Biryani",,300,Manish Nagar,Manish Nagar,"4, AMAR TRUPTI SOCIETY, BELTARODI, NAGPUR (RURAL), NAGPUR, MAHARASHTRA- 440027",False,21.1236132,79.0855402
957,HIGH ON CAFFEINE,"Beverages,Fast Food",,150,Pratap Nagar,Pratap Nagar,SHOP NO SX 2 ASHAD APARTMENT TRIMURTI NAGAR NAGPUR MUNCIPAL CORPORATION ZONE 01 LAKSHMINAGAR NAGPUR MAHARASHTRA,True,21.1137148,79.0567838
958,GOKUL FAMILY RESTAURANT,"Indian,Chinese,Biryani",,300,Dighori,Ayodhya Nagar,"PLOT NO 1/28, HUDKESHWAR MAIN ROAD, CHANDRAKIRAN NAGAR, NAGPUR. , District - Nagpur-1, STATE - Maharashtra",False,21.1205917,79.11011712375097
959,Jalgaon Express,"North Indian,Indian,Thalis",3.2,250,Pratap Nagar,SURENDRA NAGAR,"Plot no 97, Shastri Layout,Khamla, Zone no.4 -Dhantoli, Nagpur urban, Nagpur-1, Maharashtra - 440022",False,21.116835899999998,79.06384131572851
960,Chai Kaapi,Indian,,300,Gittikhadan,Gittikhadan,"Pioneers Sunshine, Ground Floor, KT Nagar, Besides Dominos Pizza, Katol Road, Nagpur",False,21.1750912,79.0608519
961,MAGIC FLAVOURS,"Indian,Chinese",,150,Ayodhya Nagar,Ayodhya Nagar,PLOT NO 14 RUKMINI NAGAR NEAR ANUSAYA MATA MANDIR NEW SUBHEDAR LAYOUT AYODHYA NAGAR NAGPUR ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,21.1205917,79.11011712375097
962,Ramji's food plaza,South Indian,4.2,600,Ayodhya Nagar,Ayodhya Nagar,"7 jai vighnaharta nagar bante layout, Hudkeshwar Rd, near Tulsi Dairy, Renuka Mata Nagar, Sanmarga Nagar, Nagpur, Maharashtra 440034, India",True,21.1205917,79.11011712375097
963,Mahi's Kitchen,South Indian,,100,Sadar,Sadar,"bajrang chowk, Surendragarh, Manav Seva Nagar, Nagpur, Maharashtra 440006, India",True,21.1592054,79.0795595
964,Airport Centre Point Madras Cafe,"South Indian,Desserts,Beverages",3.8,150,Wardha Road,Wardha Road,"131/1, Wardha road , nagpur 440025",False,21.1137775,79.070792
965,JAVA CHAY,"Snacks,Beverages",,100,Sadar,Sadar,"Shop no. 1 , plot no.4 Tirupati Appartment,  Near Zenda Chowk ,Zingabai Takli Nagpur 440030",False,21.1592054,79.0795595
966,HOTEL A R' S,"Biryani,Chinese,Sweets,North Indian",,500,Nandanvan,Nandanvan,"PLOT NO 11 B ZONE NO 3 NEHARUNAGAR , NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440034",False,21.1375622,79.1226825
967,T FOR TASTE,"Chinese,Fast Food,Snacks",,200,Sadar,Sadar,BAJRANG CHOWK SURENDRA GADH SEMINARY HILLS ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,21.1592054,79.0795595
968,Flames,"Chinese,Indian,Snacks,Italian",,100,Sadar,Sadar,101 paramount building near bakes and more faras square koradi road Nagpur. 440030,False,21.1592054,79.0795595
969,Cafe Donal,"Snacks,Beverages",,600,Trimurti Nagar,Pratap Nagar,"Plot 5/24, Ingale Layout, Opposite Parivar City Centre, Trimurti Nagar, Pratap Nagar, Nagpur",False,21.1137148,79.0567838
970,Tadka Foods,"North Indian,Sindhi,Indian,Combo",,300,Pratap Nagar,Pratap Nagar,"101 Block B Shreyas Sai Apartment Saraswati Vihar Colony Trimurti Nagar, Nagpur Urban, Nagpur-1 (Maharashtra),- 440022",False,21.1137148,79.0567838
971,Pizza Castle,"Pizzas,Fast Food",,300,Nandanvan,Nandanvan,PLOT NO 852 NEAR GHASIDAS MANDIR MINIMATA NAGAR NAGPUR NAGPUR ZONE NO 8 LAKADGANJ NAGPUR URBAN  NAGPUR 1 MAHARASHTRA-440035,False,21.1375622,79.1226825
972,Hotel Ashoka Imperial,North Indian,3.5,400,Somalwada,Manish Nagar,"Plot 191, Opposite UCO Bank, Manish Nagar, Nagpur",False,21.1236132,79.0855402
973,The kitchen Saoji,"North Indian,Biryani",,250,Gittikhadan,Gittikhadan,"Near Gousiya Masjit, Surendragad, Seminary Hills, Nagpur",False,21.1750912,79.0608519
974,ZACK Burgers,"American,Fast Food,Italian,Pizzas,Pastas,Beverages",,200,Pratap Nagar,Pratap Nagar,"Gudadhe Layout, Bhamti, Sainath Nagar, Trimurtee Nagar, Nagpur, Maharashtra 440022, India",False,21.1137148,79.0567838
975,Cheesimania,"Pizzas,Beverages,Fast Food",3.8,250,Trimurti Nagar,Pratap Nagar,"SHOP NO.2, PLOT NO.4, SHREE RADHE GOVIND APPARTMENT, TRIMURTI NAGAR, RING ROAD NAGPUR., District - Nagpur-1, STATE - Maharashtra - 440022",True,21.1137148,79.0567838
976,The Daawat Mahal,Indian,3.6,450,Trimurti Nagar,Dharampeth,"C/o Sham-E-Mehfil, House no 1294/6, Perfect House Society Opposite Raghuvir Restaurant Mangalmurti Square, Hingna Rd, Nagpur, Maharashtra 440022",False,21.1409684,79.0624344
977,Taste Of Thali,"Indian,Thalis,Chinese",4.1,250,Trimurti Nagar,"New Thali King, Shelwalkar Garden Apartment","Plot no.169, S-1, Shivshakti Apartment, Lokaseva Society, Sujata Layout, Nagpur",False,,
978,Veggietude,"North Indian,Chinese,Fast Food,Beverages,Desserts,Indian,Biryani,Tandoor",4.2,300,Trimurti Nagar,"2nd Bus Stop, Trimurti Nagar Square","177, Ground Floor Of Shree Ji Niwas, 2nd Bus Stop, Trimurti Nagar Square, Ring Road, Hingna T Point, Nagpur",True,,
979,Mom's Kitchen,"North Indian,Biryani",3.7,300,Gittikhadan,Gittikhadan,"Near Gausiya Masjid, Manav Seva Nagar, Friends Colony, Gittikhadan, Nagpur",False,21.1750912,79.0608519
980,Amazing Food Cafe,"Pizzas,Fast Food,Chinese,Beverages",3.6,250,Kalmana,"kalyan Nagar,Hingana Road,Beside Haldiram","Maina Vihar 558, Neta Ji Nagar, Pardi, Nagpur",False,,
981,FOOD VILLAGE,Indian,,200,Sadar,Sadar,BHANDE PLOT UMRED ROAD OPPOSITE OF NIRMAL NAGARI SHITLA MATA MANDIR ROAD ZONE NO 3 NEHARUNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,21.1592054,79.0795595
982,Mauli Chulha Veg Non Veg Restaurant,"Chinese,Indian,Continental",,400,Manish Nagar,Manish Nagar,PLOT NO 8 F.C.I SOCIETY MANISH NAGAR ROAD VAISHNAVI NOVELTY NARENDRA NAGAR NAGPUR NAGPUR URBAN NAGPUR 1 MAHARASHTRA-440015,False,21.1236132,79.0855402
983,Blue Lassi Banaraswale,Beverages,,300,Pratap Nagar,Pratap Nagar,"101, Shreyash Sai Apartment, B Block, Saraswati vihar colony, Trimurti Nagar",False,21.1137148,79.0567838
984,Ginger Garlic Restro,"Chinese,Indian,North Indian,Biryani",3.8,250,Pratap Nagar,Pratap Nagar,"Trimurti  Nagar  Chowk, Ring Road, Nagpur  440022",False,21.1137148,79.0567838
985,DARPAN RESTAURANT,"Indian,Snacks,Fast Food",,100,Ayodhya Nagar,Ayodhya Nagar,"158, Hudkeshwar Rd, Mahatma Gandhi Nagar, Sanmarga Nagar, Nagpur, Maharashtra 440034, India",True,21.1205917,79.11011712375097
986,WOODEN CASTLE,"Indian,Chinese,Tandoor",,350,Pratap Nagar,Pratap Nagar,SHOP NO 02 GROUND FLOOR PLOT NO 14/15 HOUSE NO 4017 DEEPA CO OPERATIVE HOUSING SOCIETY WARD NO 75 CITY SURVEY NO 5 MOUZA BHAMTI TRIMURTI NAGAR NAGPUR NAGPUR URBAN MAHARASHTRA,False,21.1137148,79.0567838
987,The Biryani Wallah,"Biryani,Tandoor",3.2,200,Trimurti Nagar,"Mangalmurti Chowk, Hingna Road","House no 1294/6, Perfect House Society Opposite Raghuvir Restaurant Mangalmurti Square, Hingna Rd, Nagpur, Maharashtra 440022",False,,
988,Rajeshahi Thali,"Indian,Thalis",3.6,250,Trimurti Nagar,Pratap Nagar,"Shop No 1,Sanchayni Apartment,Opp.Bhange Lawn,Trimurti Nagar,Nagpur Urban,Nagpur-1,Maharashtra,Pincode-440022",False,21.1137148,79.0567838
989,Oval Beans Coffee,"Snacks,Combo,Beverages",,500,Trimurti Nagar,Mangalmurti Chowk,"Shop 6, Plot 11, Shriprasad Apartment, Adiwasi Layout, Mangalmurti Square, Near Pratap Nagar, Nagpur",False,,
990,Yellow Khazana,"North Indian,Biryani,Chinese,Tandoor",,250,Trimurti Nagar,Subhash Nagar,"Sanchiti Complex, Flat No. 104, Ring Rd, Trimurtee Nagar, Nagpur, Maharashtra 440022",False,21.1233162,79.0420532
991,Biryani Hub - Hotel Manoj,North Indian,3.8,300,Somalwada,Manish Nagar,"Plot 22, Panchatara Society, Vaishali Nagar Road, Manish Nagar",False,21.1236132,79.0855402
992,ZAIKA BIRYANI,"Biryani,Arabian",,200,Nandanvan,Nandanvan,PLOT NO 1923 RAILWAY STATION ROAD NEAR AMINA ELECTRONIC PARDI NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440035,False,21.1375622,79.1226825
993,KITCHEN AROMA,"Chinese,Indian,Beverages",,200,Wardha Road,Wardha Road,SHOP NO 4 UDYAN FLATS WARDHA ROAD UJWAL NAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,21.1137775,79.070792
994,Casa,"Chinese,Pizzas,Fast Food,Snacks",,200,Pratap Nagar,Pratap Nagar,"11, Hingna Rd, near T Point, Parsodi, Nagpur, Maharashtra 440022, India",False,21.1137148,79.0567838
995,EAT MORE,Indian,,200,Gittikhadan,Gittikhadan,"NEAR GOUSIYA MASJID, SURENDRAGAD, SEMINARY HILLS, NAGPUR, - 440006",False,21.1750912,79.0608519
996,Median Grilled,"Biryani,Tandoor,Chinese,North Indian,Snacks",3.9,300,Manish Nagar,Manish Nagar,"Plot 8, Vijay Ganga, Beltarodi Road, Manish Nagar, Vivekanand Nagar, Nagpur",False,21.1236132,79.0855402
997,MARVEL CAKES,Bakery,,350,Manish Nagar,Manish Nagar,PLOT NO 117 H NO 3497/A/11 SHILPA SOCIETY NO 2 ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,21.1236132,79.0855402
998,Om Shakti Saoji,Indian,4.3,500,Trimurti Nagar,Trimurti nagar,"10/4, 82, HIG Housing Board Colony, Near NIT Garden, Trimuti Nagar, Nagpur",False,21.1149262,79.0408441
999,RISE AND SHINE CAFE,"Fast Food,Pizzas,Snacks",,300,Wardhaman Nagar,Wardhaman Nagar,"752, MINI MATA NAGAR, BHANDARA ROAD, NEAR CORPORATION SCHOOL, NAGPUR- 440008, ZONE NO 8- LAKADGANJ, NAGPUR (URBAN), NAGPPUR, MAHARASHTRA- 440008",True,,
1000,Swara Cakes,Bakery,,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur",False,21.1205917,79.11011712375097
1001,Sangam Saoji,"North Indian,Chinese",,200,Trimurti Nagar,Trimurti Nagar Ring Road,"Opposite Bank of Maharashtra, Trimurti Nagar Ring Road, Near Pratap Nagar, Nagpur",False,,
1002,Pizza Point,"Pizzas,Street Food,Fast Food",,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur-440024",False,21.1205917,79.11011712375097
1003,Pizza Co.,"Pizzas,Italian",,150,Pratap Nagar,Pratap Nagar,"Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur 440022",False,21.1137148,79.0567838
1004,Lovely's Baker Street,"American,Pastas,Pizzas,Snacks,Beverages",4.3,250,Trimurti Nagar,"Opposite NIT Garden, Trimurti Nagar","Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur",False,,
1005,Make My Cake,Bakery,,150,Pratap Nagar,Pratap Nagar,202 MEGHMALHAR APARTMENT DEENDAYAL NAGAR,False,21.1137148,79.0567838
1006,FLAME OF LOVE,"Snacks,American,Chinese",,350,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO.102, RAJAPETH BUS STOP HUDKESHWAR NAGAPUR , Zone no3 neharunagar , Nagpur (Urban), Nagpur ,Maharashtra-440034",False,21.1205917,79.11011712375097
1007,MotoRush The Garage Cafe,"Italian-American,Fast Food,Snacks,Beverages",,500,Pratap Nagar,Pratap Nagar,"50, SH260, Parsodi, Subhash Nagar, Trimurtee Nagar, Nagpur, Maharashtra 440022, India",False,21.1137148,79.0567838
1008,Hotel Airport BNB,"North Indian,Chinese",,1000,Wardha Road,Wardha Road,"79-80, Sonegaon, Nagpur, Maharashtra 440005, India",False,21.1137775,79.070792
1009,CONCEPTS FOODS,Indian,,49,Manish Nagar,Manish Nagar,"PLOT NO. 89, NEAR ELECTRIC DP, SANTAJI  SOCIETY, SOMALWADA, NAGPUR, Zone  no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440015",True,21.1236132,79.0855402
1010,Ghugre Nashta Point,"Street Food,Snacks",4.7,100,Manish Nagar,Manish Nagar,"plot no 13 pramila apartment besa road shilpa society manish nagar nagpur ,zone no.5-hanumannagar ,nagpur(urban),nagpur ,maharashtra-440015",True,21.1236132,79.0855402
1011,Wok On Point,"Chinese,Snacks,Biryani",,200,Wardha Road,Wardha Road,"PLOT NO - 59, JAIWANT NAGAR, OMKAR NAGAR ROAD, NAGPUR, Zone no.5- Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra - 440027",False,21.1137775,79.070792
1012,ROTI KHAZANA,Indian,,40,Manish Nagar,Manish Nagar,"PLOT NO. 89, NEAR ELECTRIC DP, SANTAJI  SOCIETY, SOMALWADA, NAGPUR, Zone  no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440015",True,21.1236132,79.0855402
1013,Tasty Delight,"Bakery,Desserts,Pizzas,Chinese,Snacks",3.5,750,Dighori,Ayodhya Nagar,"253, New Mhalgi Nagar,hudkeshwar road, Nagpur, Maharashtra 440034, India",False,21.1205917,79.11011712375097
1014,Aryanu Cakes,"Bakery,Desserts",3.9,300,Hingna,"Vignaharta Appartment, Hingna T-Point","Flat 102, Vignaharta Appartment, Hingna T-Point, Nagpur",True,,
1015,SARVADNYA FAST FOOD,"Chinese,Italian-American,Street Food,Fast Food,Snacks,Beverages",,250,Nandanvan,Nandanvan,"7, SAIBABA NAGAR, KHARBI ROAD, ZONE NO. 3, NEHRU NAGAR, NAGPUR URBAN, NAGPUR- 1, MAHARASHTRA- 440034",True,21.1375622,79.1226825
1016,Meals101,"Asian,North Indian,Chinese,Mexican,Italian,Thalis,Desserts,Beverages",3.6,250,Hingna T Point,Pratap Nagar,"Plot No. 2, Scheme NIT, Khasra No. 36/3, Higna Road, Nagpur.",False,21.1137148,79.0567838
1017,HEEM CREAM ICE PARLOUR,Indian,,200,Pratap Nagar,Pratap Nagar,S NO G 3 RACHANA TARANGAN APARTMENT HINGNA ROAD ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,21.1137148,79.0567838
1018,ZENITH'S CAFE,"Fast Food,Pizzas,Snacks",,250,Wardhaman Nagar,Wardhaman Nagar,"1718, MINI MATA NAGAR, NAGPUR- 440008, ZONE NO.8- LAKADGANJ, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440008",True,,
1019,Afghan Darbar,"Afghani,Tandoor,North Indian,Chinese,Biryani",,400,Gandhibag,Jaripatka,"PLOT NO. 1756 OLD YASHODHARA POLICE  STATION ARVIND NAGAR TIPU SULTAN  CHOWK NAGPUR, Zone no.9-Asinagar,  Nagpur (Urban), Nagpur, Maharashtra -  440026",False,21.1886888,79.0918769
1020,Riteshri Soanpapdi Junction,"Sweets,Desserts",,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur-440024",False,21.1205917,79.11011712375097
1021,Mumma's Kitchen,Indian,,250,Wardha Road,Wardha Road,"101/78, Dattatray Society, Shyam Nagar, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015, India",False,21.1137775,79.070792
1022,Monk 96,"North Indian,Indian,Tandoor,Tibetan",3.4,250,Somalwada,Dharampeth,"Chalets  20, Sai NPlot no. 20 Engineer coop, HSG. Society, Sector 02, Somalwada, Nagpur, Maharashtra 440025agar, Engineers Co-Op Housing Society, Somalwada, Near airport, Wardha Road, Nagpur 440025",False,21.1409684,79.0624344
1023,FOOD VEERAM BY SHANTI,"Fast Food,Waffle,Pizzas,Snacks,Beverages",,300,Wardhaman Nagar,Wardhaman Nagar,"194, SURYA NAGAR, KALAMANA MARKET ROAD, BESIDE SBI BANK, NAGPUR, ZONE NO. 8- LAKADGANJ, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440035",True,,
1024,Vithal Keshav,"Beverages,Fast Food,Snacks",3.7,300,Pratap Nagar,Pratap Nagar,"Shop no.2,Vighanaharta Apartment, Hingna T-Point, NagpurShop no.2,Vighanaharta Apartment, Hingna T-Point, Nagpur 440022",False,21.1137148,79.0567838
1025,MH breakfast & restaurant,"Maharashtrian,North Indian",4.1,200,Pratap Nagar,Indrapratha nagar,"Plot no:- 121,surve Nagar Nagpur 440025",False,,
1026,BHAYYAJI SAOJI AND FAMILY RESTAURANT,"North Indian,Indian",,350,Pratap Nagar,Pratap Nagar,PLOT NO 53 UNNATI GRUH NIRMAN SOC JAITALA ROAD BHAMTHI NAGPUR 440022NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440022,False,21.1137148,79.0567838
1027,Waffle Boy,"Bakery,Desserts",,150,Pratap Nagar,Pratap Nagar,Shop 4 Laxmi Niwas  Opposite NIT Garden  Trimurti Nagar  Pratap Nagar  Nagpur 440022,False,21.1137148,79.0567838
1028,SUKUN ROOFTOP EXOTIC KITCHEN,"Fast Food,Snacks,Italian",,300,Manish Nagar,Manish Nagar,PLOT NO 127 MILIND GRUHA NIRMAL HOU. SOC BELTARO NAGPUR URBAN ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440037,False,21.1236132,79.0855402
